Timestamp,Speed,Latitude coordinate,Longitude coordinate,Altitude,Vertical accuracy,Horizontal accuracy,Course,Course variation,Behavior
321.01,84.7,40.55079,-3.4765,706.3,4,5,324.1,1.758,1
322,85.1,40.55096,-3.47667,707.2,4,5,322.7,2.461,1
323.05,85.4,40.55115,-3.47685,708.1,6,5,321.7,2.461,1
324.01,86.3,40.55132,-3.47703,709.1,6,5,320.6,2.109,1
325,86.8,40.55149,-3.47721,709.7,6,5,319.9,1.758,1
326.11,89.4,40.55165,-3.47739,710.5,6,5,319.6,1.055,1
326.98,89.2,40.55181,-3.47759,711.2,6,5,318.2,1.758,1
327.98,88.7,40.55198,-3.4778,712,6,5,316.4,3.164,1
328.98,88.2,40.55214,-3.478,713,6,5,315.7,2.461,1
329.99,88.9,40.5523,-3.47821,713.7,4,5,315,1.406,1
330.97,88.9,40.55246,-3.47842,714.7,4,5,313.9,1.758,1
331.99,89.4,40.55262,-3.47863,715.8,4,5,313.2,1.758,1
333.01,89.2,40.55278,-3.47884,716.3,6,5,313.2,0.703,1
333.98,84.4,40.55291,-3.47905,716.8,6,5,310.8,2.461,1
334.98,82.6,40.55304,-3.47927,717.5,4,5,310.1,3.164,1
335.98,83.7,40.55316,-3.47947,718.1,4,5,309.4,1.406,1
337.02,84.6,40.5533,-3.47969,718.7,4,5,308.7,1.406,1
338.04,85,40.55343,-3.47992,719.5,4,5,307.3,2.109,1
338.98,86.1,40.55355,-3.48015,720.3,4,5,306.6,2.109,1
339.99,87.4,40.55367,-3.48038,721,4,5,304.8,2.461,1
340.98,88.2,40.55378,-3.48062,721.6,4,5,304.1,2.461,1
342.01,89,40.55391,-3.48085,722.2,4,5,303.4,1.406,1
342.98,90.4,40.55404,-3.48111,722.6,4,5,301.6,2.461,1
343.98,91.5,40.55416,-3.48136,723.1,4,5,301.3,2.109,1
344.97,92.2,40.55428,-3.48161,723.6,4,5,300.2,1.406,1
345.98,92.8,40.55439,-3.48187,724.8,4,5,299.2,2.109,1
347,94.3,40.55451,-3.48215,724.7,4,5,297.4,2.812,1
347.99,95,40.55461,-3.48242,725.4,4,5,296,3.164,1
348.98,96.7,40.55471,-3.48271,726,4,5,295,2.461,1
349.98,98.1,40.55483,-3.48301,726.4,4,5,294.3,1.758,1
350.98,98.5,40.55493,-3.4833,726.9,4,5,293.2,1.758,1
351.99,100.7,40.55503,-3.4836,727.7,4,5,292.5,1.758,1
352.99,102.6,40.55513,-3.48391,727.8,4,5,291.8,1.406,1
354,101.4,40.55522,-3.48423,728.2,4,5,290.4,2.109,1
355,97.8,40.55531,-3.48453,727.8,4,5,289.7,2.109,1
355.99,95.8,40.55539,-3.48483,728,4,5,287.9,2.461,1
357.03,95.7,40.55546,-3.48513,728.3,4,5,287.2,2.461,1
357.99,97.2,40.55553,-3.48543,728.7,4,5,285.8,2.109,1
359,97.1,40.55559,-3.48574,728.8,4,5,284.8,2.461,1
359.99,95.9,40.55565,-3.48605,729.9,4,5,282.7,3.164,1
360.99,92.6,40.5557,-3.48635,729.9,4,5,282.3,2.461,1
361.98,90.5,40.55574,-3.48663,730.1,4,5,281.6,1.055,1
363.04,91,40.55578,-3.48692,730.3,4,5,280.9,1.406,1
364.04,92.4,40.55581,-3.48721,730.3,4,5,279.8,1.758,1
364.99,92.7,40.55584,-3.48751,730.5,4,5,277.7,3.164,1
365.97,92.2,40.55587,-3.48781,731.1,4,5,277,2.812,1
367.11,90.3,40.55589,-3.4881,731.1,4,5,276,1.758,1
367.98,88.8,40.55591,-3.4884,731.1,4,5,274.9,2.109,1
369,86.9,40.55594,-3.48868,731.1,4,5,273.2,2.812,1
370,88.4,40.55595,-3.48897,731.4,4,5,272.1,2.812,1
371.01,90.5,40.55595,-3.48927,731.5,4,5,269.6,3.516,1
371.97,91,40.55595,-3.48957,732.4,4,5,268.9,3.164,1
372.98,90.2,40.55593,-3.48988,732.7,4,5,265.4,4.219,1
373.99,89.1,40.55592,-3.49017,732.7,4,5,263,5.977,1
375.03,88.7,40.5559,-3.49046,733.3,4,5,262.3,3.164,1
376.1,88,40.55586,-3.49074,733.2,4,5,259.5,3.516,1
376.98,88.8,40.55581,-3.49102,733.5,4,5,257.3,4.922,1
378,89.6,40.55575,-3.49131,733.6,3,5,255.9,3.516,1
379,90.5,40.55568,-3.49157,733.7,4,5,253.5,3.867,1
380,89,40.55561,-3.49184,733.5,3,5,251.7,4.219,1
380.97,89,40.55553,-3.49212,733.4,3,5,249.6,3.867,1
381.99,88.5,40.55545,-3.49239,733.6,4,5,247.5,4.219,1
382.98,87.2,40.55536,-3.49266,733.8,4,5,245.7,3.867,1
384.13,89,40.55527,-3.49291,734,4,5,244,3.516,1
384.98,88.9,40.55516,-3.49316,734.2,4,5,242.9,2.812,1
386.15,88.3,40.55507,-3.49342,733.9,3,5,242.2,1.758,1
386.99,86.9,40.55496,-3.49367,734.1,3,5,242.2,0.703,1
387.97,86.7,40.55487,-3.49393,734.5,3,5,243.3,1.055,1
389.11,88.5,40.55476,-3.49419,734.4,3,5,244.3,2.109,1
390.04,89.4,40.55467,-3.49446,734.8,3,5,245.7,2.461,1
390.99,88.2,40.55459,-3.49473,735.1,4,5,248.9,4.57,1
392.02,90.1,40.55451,-3.49501,735.2,4,5,251.4,5.625,1
393.03,90.5,40.55445,-3.49528,735.5,3,5,253.5,4.57,1
393.98,89.8,40.55439,-3.49557,735.4,3,5,256.3,4.922,1
394.98,85.7,40.55435,-3.49584,735.9,4,5,258.8,5.273,1
396,85,40.55431,-3.49612,736,4,5,260.9,4.57,1
397.01,86.3,40.55428,-3.4964,736.2,4,5,262.3,3.516,1
398.08,88.1,40.55425,-3.49668,736.2,4,5,265.4,4.57,1
398.98,88.4,40.55424,-3.49695,736.6,4,5,267.5,5.273,1
400.02,87.1,40.55424,-3.49724,736.7,4,5,270.4,4.922,1
401,85.1,40.55425,-3.49753,736.8,6,5,272.1,4.57,1
402.01,82.3,40.55426,-3.4978,737.2,6,5,274.2,3.867,1
403.01,85.1,40.55428,-3.49807,737.2,4,5,277,4.922,1
403.98,86.6,40.55433,-3.49835,737.4,4,5,279.5,5.273,1
404.99,85.5,40.55436,-3.49863,737.1,4,5,281.2,4.219,1
406.03,83.8,40.5544,-3.4989,736.8,4,5,283.4,3.867,1
407,81.7,40.55446,-3.49917,736.7,4,5,286.2,4.922,1
408.1,80.4,40.55452,-3.49943,736.4,4,5,286.9,3.516,1
409.01,78.7,40.55458,-3.49967,736.3,4,5,287.9,1.758,1
409.99,79.7,40.55463,-3.49993,735.4,3,5,286.5,1.406,1
411.02,80.5,40.55469,-3.50018,735,4,5,286.9,1.055,1
411.99,81.8,40.55476,-3.50044,734.6,4,5,290,3.516,1
413.13,82.2,40.55485,-3.5007,734.1,4,5,295.3,8.438,1
413.99,83.4,40.55494,-3.50094,733.3,4,5,298.8,8.789,1
414.98,82.7,40.55505,-3.50118,732.6,4,5,301.6,6.328,1
416.01,84.1,40.55517,-3.50141,731.7,4,5,304.8,5.977,1
417.01,85,40.55529,-3.50164,730.9,4,5,305.9,4.219,1
418,86,40.55542,-3.50187,729.7,4,5,305.2,0.703,1
418.99,88,40.55555,-3.50211,729.2,4,5,304.8,1.055,1
420.05,90,40.55567,-3.50235,728.3,4,5,303.8,1.406,1
420.99,89.8,40.55579,-3.50259,727.3,4,5,302.3,2.461,1
421.98,89.5,40.5559,-3.50284,726,3,5,300.6,3.164,1
423.05,88.9,40.55602,-3.5031,724.7,3,5,298.1,4.219,1
423.98,89.2,40.55612,-3.50336,723,3,5,296.7,3.867,1
425,88.7,40.55621,-3.50363,722.2,3,5,294.6,3.516,1
425.99,88.9,40.5563,-3.5039,721,3,5,292.9,3.867,1
426.99,88.7,40.55638,-3.50417,719.6,3,5,290.7,3.867,1
428.15,88.2,40.55646,-3.50445,718.8,3,5,289,3.867,1
429,88.9,40.55653,-3.50473,717.5,3,5,287.6,3.164,1
429.99,88.2,40.55659,-3.50501,716.4,3,5,285.1,3.867,1
431.06,90,40.55664,-3.50529,715.8,3,5,283,4.57,1
432.01,93.2,40.55669,-3.50559,714.2,4,5,281.6,3.516,1
433,92.7,40.55673,-3.50589,713.6,4,5,279.5,3.516,1
434.06,94,40.55676,-3.5062,712.1,4,5,277,4.57,1
435,91.9,40.55678,-3.5065,711,4,5,275.6,3.867,1
435.97,91.6,40.55679,-3.50676,709.4,6,5,273.5,3.516,1
436.98,91.7,40.5568,-3.50706,708.1,6,5,271.8,3.867,1
438,91.7,40.55681,-3.50736,707.1,6,5,269.3,4.219,1
438.98,91.5,40.55681,-3.50766,705.6,6,5,269.3,2.461,1
439.99,87.6,40.5568,-3.50795,703.9,6,5,267.5,1.758,1
440.97,87.1,40.55679,-3.50824,703.1,6,5,267.9,1.406,1
442.02,88.1,40.55677,-3.50852,702.2,6,5,266.8,1.055,1
442.99,90.9,40.55676,-3.50881,701.3,6,5,268.6,1.758,1
444,90.8,40.55676,-3.50911,700,6,5,271.8,4.922,1
444.98,89.7,40.55677,-3.5094,698.8,6,5,272.8,4.219,1
445.98,88.8,40.55679,-3.5097,697.5,6,5,273.9,2.109,1
447,88.8,40.55681,-3.51,696.3,6,5,276.3,3.516,1
447.98,88.7,40.55684,-3.51028,694.7,6,5,278.4,4.57,1
449,88.7,40.55688,-3.51057,694.1,4,5,280.9,4.57,1
449.98,90.5,40.55693,-3.51085,692.7,4,5,283.7,5.273,1
451.01,89.8,40.55698,-3.51114,691.9,4,5,285.1,4.219,1
451.98,89.9,40.55705,-3.51142,690.5,4,5,287.6,3.867,1
452.98,89.8,40.55712,-3.5117,689.3,4,5,289.3,4.219,1
454.04,92.1,40.5572,-3.51198,688.2,4,5,292.5,4.922,1
455.05,89.1,40.55729,-3.51225,687.2,4,5,293.9,4.57,1
455.99,89.2,40.55738,-3.51251,685.9,4,5,296,3.516,1
456.98,88.8,40.55748,-3.51277,685.1,4,5,298.1,4.219,1
457.97,88.7,40.55759,-3.51302,684.2,4,5,300.2,4.219,1
458.99,88.2,40.5577,-3.51326,683.1,3,5,301.6,3.516,1
459.99,87.8,40.55782,-3.51348,682,4,5,303.4,3.164,1
461,88.5,40.55795,-3.51371,680.9,4,5,306.6,4.922,1
461.99,88.4,40.55808,-3.51394,680,4,5,309,5.625,1
463,88.4,40.55822,-3.51416,678.7,3,5,311.5,4.922,1
463.98,88.2,40.55837,-3.51438,677.9,3,5,313.2,4.219,1
465.02,88.8,40.55854,-3.51458,676.9,4,5,314.3,2.812,1
466.02,87.7,40.5587,-3.51479,675.9,4,5,317.8,4.57,1
467,89.5,40.55888,-3.51498,675.4,4,5,319.6,5.273,1
467.99,90.4,40.55905,-3.51517,674.6,3,5,321.7,3.867,1
468.98,90.2,40.55924,-3.51535,673.7,3,5,324.1,4.57,1
469.98,90.2,40.55942,-3.51552,672.8,3,5,324.1,2.461,1
471.18,89.4,40.55961,-3.51567,672.1,3,5,327.7,3.516,1
472,87.4,40.5598,-3.51582,671.3,3,5,330.8,6.68,1
472.99,88.3,40.56,-3.51596,670.8,3,5,332.9,5.273,1
474,88.6,40.5602,-3.51609,670.4,4,5,334.7,3.867,1
474.99,85.8,40.5604,-3.5162,669.4,4,5,336.8,3.867,1
476,85.8,40.56061,-3.51632,669.1,4,5,338.9,4.219,1
476.99,85.7,40.56081,-3.51642,668.3,6,5,339.6,2.812,1
478.03,87.2,40.56101,-3.5165,667.8,4,5,343.8,4.922,1
479.06,86.7,40.56121,-3.51657,667.1,6,5,345.2,5.625,1
480,84.8,40.56142,-3.51663,667.4,6,5,348,4.219,1
481.08,79.9,40.56163,-3.51669,665.7,4,5,349.5,4.219,1
482.11,77.6,40.56182,-3.51672,664.5,4,5,351.6,3.516,1
482.99,78.6,40.56202,-3.51676,664.2,3,5,352.3,2.812,1
483.99,81.6,40.56222,-3.5168,663.8,3,5,353.3,1.758,1
484.98,83,40.56243,-3.51683,663.1,4,5,354.4,2.109,1
485.98,82.8,40.56264,-3.51685,662.6,4,5,354.4,1.055,1
486.99,82.9,40.56284,-3.51687,661.9,4,5,354,0.352,1
488,84.3,40.56306,-3.5169,660.9,4,5,353.7,0.703,1
488.99,84.7,40.56327,-3.51693,660.4,4,5,353.3,0.703,1
490.03,84,40.56348,-3.51697,659.6,4,5,352.6,1.055,1
491,86.4,40.56369,-3.517,659.2,4,5,351.6,1.758,1
491.99,88.1,40.56391,-3.51705,658.5,4,5,350.5,2.109,1
492.98,87.4,40.56412,-3.5171,657.6,4,5,349.1,2.461,1
494,87.1,40.56434,-3.51716,657,4,5,348,2.461,1
494.98,86,40.56454,-3.51722,656.2,3,5,347,2.109,1
495.98,85.4,40.56476,-3.51729,655.4,4,5,345.9,2.109,1
497,85,40.56496,-3.51736,655.2,3,5,344.5,2.461,1
498,87.2,40.56517,-3.51743,654.7,3,5,343.5,2.461,1
498.99,89,40.56538,-3.5175,654.4,3,5,342.8,1.758,1
500,90.8,40.56559,-3.51759,654.1,3,5,341.7,1.758,1
501.01,89.3,40.5658,-3.51769,653.7,3,5,340.3,2.461,1
501.99,89.3,40.56601,-3.51781,653.4,4,5,338.9,2.812,1
502.99,86.6,40.56621,-3.51791,652.9,4,5,337.9,2.461,1
504.01,86.1,40.56641,-3.51803,652.7,3,5,336.8,2.109,1
504.98,87.4,40.56661,-3.51814,652.3,3,5,335.7,2.109,1
505.98,89.8,40.56681,-3.51827,652.7,3,5,334.7,2.109,1
506.98,88.2,40.56701,-3.51839,652.5,3,5,333.6,2.109,1
508.03,86.1,40.5672,-3.51852,652.4,3,5,332.6,2.109,1
508.97,85.5,40.56739,-3.51865,652.5,3,5,331.5,2.109,1
509.99,87.9,40.56758,-3.51879,652.9,3,5,330.5,2.109,1
511.06,86.3,40.56776,-3.51892,653.2,3,5,329.1,2.461,1
512.07,83.4,40.56794,-3.51907,653.3,3,5,327.3,3.164,1
513,87.7,40.56813,-3.51923,653.8,3,5,326.6,2.461,1
514.1,89.5,40.56831,-3.51938,654.4,3,5,325.5,1.758,1
515.03,91.2,40.56848,-3.51955,654.6,3,5,325.2,1.406,1
515.98,89.7,40.56866,-3.51972,654.7,3,5,323.4,2.109,1
516.99,87.4,40.56883,-3.5199,655,3,5,322.4,2.812,1
517.97,85.4,40.56901,-3.52007,654.9,4,5,321.3,2.109,1
518.98,86.5,40.56918,-3.52025,655.2,4,5,320.3,2.109,1
520,88.1,40.56935,-3.52045,655.6,4,5,319.2,2.109,1
520.99,89.6,40.56952,-3.52064,656.2,4,5,318.2,2.109,1
522.01,89.1,40.56968,-3.52084,656.5,4,5,316.4,2.812,1
522.98,86.9,40.56984,-3.52104,656.7,4,5,315.7,2.461,1
523.99,86.4,40.56999,-3.52125,656.9,4,5,314.3,2.109,1
524.99,88.3,40.57013,-3.52145,657.2,4,5,314.6,1.055,1
525.98,88.1,40.57029,-3.52166,657.8,4,5,313.6,1.055,1
526.99,85.9,40.57044,-3.52187,658,4,5,311.5,3.164,1
527.99,87.3,40.57058,-3.52209,659,4,5,310.1,3.516,1
529,87.2,40.57072,-3.52231,659.1,3,5,308.7,2.812,1
529.99,86.6,40.57085,-3.52253,659.5,3,5,307.6,2.461,1
531,87.6,40.57097,-3.52276,659.8,3,5,306.2,2.461,1
532,90.6,40.57111,-3.523,660.2,4,5,305.2,2.461,1
533.01,89.1,40.57123,-3.52324,660.2,3,5,304.1,2.109,1
534.01,87.5,40.57135,-3.52349,660.2,3,5,303,2.109,1
535.14,89.2,40.57147,-3.52373,660.2,3,5,302,2.109,1
535.98,89.4,40.57159,-3.52398,659.9,3,5,300.6,2.461,1
537.01,90.5,40.5717,-3.52423,660,3,5,299.5,2.461,1
538,90,40.57182,-3.5245,659.6,3,5,298.8,1.758,1
539.01,91.2,40.57193,-3.52477,658.8,3,5,297.8,1.758,1
539.99,91.7,40.57203,-3.52504,658.6,3,5,296,2.812,1
541.14,90.8,40.57213,-3.52531,657.9,4,5,295,2.812,1
542,90.6,40.57222,-3.52558,657.1,4,5,294.3,1.758,1
543.03,92.7,40.57232,-3.52586,656.8,4,5,293.6,1.406,1
544,90.7,40.57241,-3.52614,656,3,5,292.1,2.109,1
544.99,91.2,40.5725,-3.52641,655.5,3,5,291.8,1.758,1
546.06,90.2,40.57258,-3.5267,654.7,3,5,291.1,1.055,1
546.99,89.2,40.57266,-3.52697,653.8,3,5,291.4,0.352,1
548.11,88,40.57274,-3.52724,653.1,3,5,290.7,0.703,1
549.04,87.7,40.57282,-3.52752,652.5,3,5,290.7,0.703,1
549.98,88.2,40.5729,-3.52778,652.1,3,5,291.4,0.703,1
551.01,90.3,40.57298,-3.52806,651.6,4,5,291.4,0.703,1
552.03,88.5,40.57307,-3.52833,651.2,4,5,291.4,0,1
553.05,87.7,40.57315,-3.5286,650.4,4,5,291.8,0.352,1
553.99,87.3,40.57323,-3.52886,649.8,4,5,293.2,1.758,1
554.99,89.4,40.57332,-3.52913,649.5,4,5,293.9,2.109,1
555.99,86.9,40.5734,-3.52939,649.1,4,5,293.6,0.352,1
557.01,87.6,40.57348,-3.52965,648.1,4,5,295,1.406,1
557.99,90.2,40.57358,-3.52991,647.6,4,5,296,2.461,1
559.08,90.9,40.57368,-3.53018,647.2,3,5,297.1,2.109,1
559.98,92.1,40.57379,-3.53046,646.6,3,5,297.1,1.055,1
560.98,91.4,40.57391,-3.53073,645.9,3,5,298.5,1.406,1
561.99,90.5,40.57402,-3.53097,645.3,3,5,298.8,1.758,1
563.01,89.4,40.57414,-3.53122,644.8,3,5,300.2,1.758,1
563.99,88.5,40.57425,-3.53147,643.7,3,5,301.3,2.461,1
565.02,87.4,40.57436,-3.53172,643.2,3,5,301.3,1.055,1
566.05,86.9,40.57448,-3.53195,642.5,3,5,302,0.703,1
566.98,89.4,40.5746,-3.5322,641.9,3,5,302.7,1.406,1
567.99,90.5,40.57472,-3.53245,641.5,3,5,303,1.055,1
569.07,89.4,40.57484,-3.53269,641,3,5,304.8,2.109,1
570.02,88.6,40.57496,-3.53293,639.9,3,5,303.8,1.055,1
570.98,87.8,40.57508,-3.53318,639.5,3,5,303,1.758,1
571.98,87.4,40.5752,-3.53342,638.7,3,5,302.3,1.406,1
572.99,89.1,40.57531,-3.53366,638.4,3,5,302.3,0.703,1
574.04,90.4,40.57543,-3.53391,637.9,3,5,302,0.352,1
575.05,89.6,40.57555,-3.53417,637.1,3,5,301.6,0.703,1
575.99,89.2,40.57566,-3.53442,636.6,3,5,300.6,1.406,1
576.98,88,40.57576,-3.53466,636.1,3,5,299.9,1.758,1
578,89.6,40.57587,-3.53492,635.5,3,5,299.9,0.703,1
579,89.7,40.57599,-3.53518,635,3,5,298.5,1.406,1
580.13,89,40.5761,-3.53544,634,3,5,297.4,2.461,1
580.99,88.5,40.5762,-3.5357,633.4,3,5,296.4,2.109,1
582.01,88.5,40.5763,-3.53596,632.8,3,5,295.3,2.109,1
582.98,87.5,40.57639,-3.53622,632.5,3,5,295,1.406,1
584.02,85.7,40.57648,-3.53647,631.9,3,5,295,0.352,1
585.02,86.2,40.57658,-3.53673,631.5,3,5,294.6,0.352,1
585.98,87.9,40.57666,-3.53699,631.5,3,5,293.6,1.406,1
587.04,88.2,40.57676,-3.53726,631.6,3,5,293.6,1.055,1
588,88.7,40.57684,-3.53752,631.3,3,5,293.6,0,1
589.1,87.8,40.57693,-3.53778,631.2,3,5,295,1.406,1
590,86.7,40.57703,-3.53804,630.5,3,5,294.6,1.055,1
590.98,88.5,40.57711,-3.53831,630.4,4,5,294.6,0.352,1
592,90.6,40.57721,-3.53858,630.6,3,5,295,0.352,1
592.97,90.8,40.5773,-3.53886,630.3,3,5,295,0.352,1
594,88.1,40.5774,-3.53913,629.7,3,5,295.7,0.703,1
594.99,87.9,40.57749,-3.53939,629.2,3,5,296,1.055,1
596,86.7,40.57759,-3.53964,629.2,3,5,297.1,1.406,1
596.99,84.7,40.57769,-3.53989,628.9,3,5,298.1,2.109,1
598,84.2,40.57779,-3.54013,628.6,3,5,298.1,1.055,1
599.02,86,40.57789,-3.54037,628.2,3,5,298.1,0,1
599.99,87,40.578,-3.54062,628.5,3,5,298.8,0.703,1
600.98,85.7,40.5781,-3.54086,628.1,3,5,300.2,2.109,1
602,85,40.57821,-3.5411,627.9,3,5,301.3,2.461,1
602.98,85.3,40.57831,-3.54134,627.7,3,5,301.3,1.055,1
603.97,87.6,40.57843,-3.54158,627.6,3,5,301.6,0.352,1
605,88.6,40.57856,-3.54184,627.6,3,5,303.4,2.109,1
606,86.2,40.57869,-3.54208,627,3,5,303.8,2.109,1
606.98,87.2,40.57881,-3.54233,626.6,3,5,304.1,0.703,1
608,86.8,40.57893,-3.54255,626.3,3,5,305.2,1.406,1
608.98,87.6,40.57907,-3.54277,626.1,4,5,306.6,2.461,1
610,87.8,40.5792,-3.543,626,3,5,306.2,1.055,1
610.99,86.9,40.57933,-3.54323,625.9,3,5,306.9,0.703,1
612.07,85.8,40.57946,-3.54346,625.4,3,5,307.6,1.406,1
613.01,86.4,40.57959,-3.54369,625,3,5,308.3,1.406,1
614.05,85.6,40.57974,-3.54391,624.7,3,5,309,1.406,1
614.98,85.9,40.57987,-3.54412,624,3,5,309.4,1.055,1
615.99,84.6,40.58001,-3.54434,623.8,3,5,310.4,1.406,1
616.99,83.8,40.58015,-3.54455,623.2,3,5,311.8,2.461,1
617.98,86,40.5803,-3.54475,623.1,3,5,311.5,1.055,1
618.99,86.4,40.58043,-3.54496,622.6,3,5,311.5,0.352,1
620.07,86.1,40.58058,-3.54516,622,3,5,312.5,1.055,1
621.13,88.5,40.58073,-3.54537,621.6,3,5,315,3.516,1
621.98,90.3,40.58088,-3.54557,621.2,3,5,314.6,2.109,1
623.03,91.7,40.58104,-3.54578,620.7,4,5,313.9,1.055,1
624.05,90.3,40.5812,-3.54599,620.1,3,5,314.6,0.703,1
624.99,90.1,40.58136,-3.5462,619.4,3,5,314.6,0.703,1
625.98,90.8,40.58152,-3.54641,619.2,3,5,315,0.352,1
626.98,89,40.58167,-3.54662,618.6,3,5,315,0.352,1
628.03,85.6,40.58183,-3.54682,618,3,5,315,0,1
629.08,84.4,40.58197,-3.54702,617.6,3,5,314.6,0.352,1
630.06,84.3,40.58212,-3.54722,617.3,3,5,314.3,0.703,1
630.99,86.4,40.58226,-3.54742,617.3,3,5,313.2,1.406,1
631.98,86.7,40.58241,-3.54763,617.2,3,5,312.2,2.109,1
633.03,85.8,40.58255,-3.54784,616.6,3,5,310.4,2.812,1
634.01,83.7,40.58269,-3.54806,615.9,3,5,309.7,2.461,1
634.97,82,40.58282,-3.54826,615.6,3,5,308.3,2.109,1
636.13,81.1,40.58294,-3.54848,615.6,3,5,305.9,3.867,1
636.99,82.1,40.58306,-3.5487,615.5,3,5,304.8,3.516,1
637.99,85.6,40.58318,-3.54894,615.8,3,5,303.4,2.461,1
639.01,84.7,40.58331,-3.54919,615.4,4,5,301.3,3.516,1
640.01,83.7,40.58342,-3.54942,614.9,4,5,300.6,2.812,1
641.16,83.4,40.58352,-3.54966,614.7,4,5,299.2,2.109,1
642,84.9,40.58361,-3.5499,614.8,4,5,297.8,2.812,1
642.98,83.7,40.5837,-3.55015,614.7,4,5,296,3.164,1
644,84.1,40.58379,-3.55041,614.3,4,5,294.3,3.516,1
645.1,82.2,40.58386,-3.55066,613.9,4,5,292.9,3.164,1
646.01,82,40.58394,-3.55091,613.7,4,5,291.4,2.812,1
647.06,83.9,40.58401,-3.55116,613.6,3,5,290,2.812,1
647.98,83.2,40.58408,-3.55142,613.4,4,5,288.6,2.812,1
649.06,81.8,40.58415,-3.55167,612.9,3,5,287.2,2.812,1
649.98,80.1,40.58419,-3.55193,612.7,3,5,285.5,3.164,1
650.99,79.3,40.58424,-3.55218,612.5,3,5,284.1,3.164,1
652.01,77.8,40.58429,-3.55243,611.9,3,5,283,2.461,1
652.99,75.1,40.58433,-3.55267,611.9,3,5,281.6,2.461,1
653.98,68.7,40.58436,-3.5529,611,3,5,280.5,2.461,1
654.98,67.8,40.58439,-3.55313,610.9,3,5,279.1,2.461,1
656,62.9,40.58442,-3.55334,610.3,3,5,278.4,2.109,1
656.98,61.3,40.58445,-3.55355,610.3,3,5,278.4,0.703,1
658.06,58.2,40.58447,-3.55374,609.9,3,5,278.4,0,1
658.99,54.6,40.58449,-3.55392,609.6,3,5,279.5,1.055,1
660,53.5,40.58451,-3.5541,609.9,3,5,278.4,1.055,1
660.97,50.1,40.58452,-3.55425,609.7,3,5,279.1,0.703,1
661.97,47.8,40.58455,-3.5544,609.4,3,5,280.2,0,1
662.98,45.8,40.58457,-3.55454,609.2,3,5,279.8,0,1
663.98,44.5,40.58459,-3.55469,609.2,3,5,278.4,0,1
664.98,46.4,40.5846,-3.55483,609.3,3,5,278.4,0,1
665.98,47.3,40.58462,-3.55498,609.1,3,5,278.8,0,1
666.98,46.2,40.58463,-3.55513,608.8,3,5,278.8,0,1
667.98,45.1,40.58465,-3.55528,608.7,3,5,277.4,0,1
12.78,0,40.58472,-3.55801,605.2,22,415,-1,-1,2
13.77,62.3,40.58442,-3.55509,617.5,24,10,90.4,172.969,2
14.84,64,40.58446,-3.55481,615.9,24,10,90.7,173.32,2
15.77,64.8,40.58444,-3.55458,612.4,4,5,94.2,3.867,2
16.77,65.3,40.58444,-3.55434,612.5,4,5,94.6,3.867,2
17.78,68.6,40.58443,-3.55409,612.3,4,5,94.6,0.352,2
18.76,69,40.5844,-3.55386,612.5,4,5,96,1.406,2
19.76,70.4,40.58439,-3.55364,612.8,4,5,97.4,2.812,2
20.8,71.2,40.58439,-3.55341,613,4,5,97.7,1.758,2
21.84,72.2,40.58436,-3.55317,613.3,4,5,97.7,0.352,2
22.77,74,40.58432,-3.55294,613.6,3,5,98.8,1.055,2
23.83,75.3,40.58428,-3.5527,613.7,3,5,99.5,1.758,2
24.76,77.1,40.58425,-3.55245,613.8,3,5,100.5,1.758,2
25.79,78.6,40.5842,-3.55219,614.5,3,5,102.7,3.164,2
26.75,80.5,40.58415,-3.55194,614.7,3,5,104.8,4.219,2
27.76,82.2,40.58408,-3.55168,615.2,3,5,105.8,0,2
28.76,83.7,40.58403,-3.55142,615.7,3,5,106.9,1.055,2
29.82,85.4,40.58396,-3.55115,616,3,5,109.3,3.516,2
30.76,87.1,40.58388,-3.55088,616.3,3,5,110.7,3.867,2
31.82,88.9,40.58379,-3.55061,616.6,3,5,112.1,2.812,2
32.77,89.4,40.5837,-3.55034,617,3,5,113.9,3.164,2
33.81,87.9,40.58361,-3.55008,617,3,5,115.3,3.164,2
34.75,88.2,40.58351,-3.54982,617.6,3,5,116.4,2.461,2
35.77,89.2,40.5834,-3.54957,618.1,3,5,117.8,2.461,2
36.76,89.6,40.58329,-3.54931,618.2,3,5,119.5,3.164,2
37.76,87.9,40.58316,-3.54906,618.2,3,5,122,4.219,2
38.76,86,40.58304,-3.54883,618.2,3,5,123.8,4.219,2
39.75,85.3,40.58292,-3.5486,618.1,3,5,124.5,2.461,2
40.79,85.8,40.58279,-3.54838,618.4,3,5,126.2,2.461,2
41.76,86.8,40.58266,-3.54815,619.2,3,5,128,3.516,2
42.8,87.7,40.58252,-3.54793,619.2,3,5,129.4,3.164,2
43.76,88.5,40.58237,-3.54771,619.8,3,5,130.8,2.812,2
44.75,89.2,40.58222,-3.5475,619.7,3,5,131.8,2.461,2
45.8,89.3,40.58207,-3.54729,619.7,3,5,133.2,2.461,2
46.76,86.7,40.58191,-3.54709,619.9,3,5,134.6,2.812,2
47.76,87.2,40.58175,-3.54688,620.2,3,5,134.3,1.055,2
48.78,87.8,40.58161,-3.54666,620.4,3,5,133.6,1.055,2
49.77,87.2,40.58146,-3.54645,620.3,3,5,133.6,0.703,2
50.83,86.3,40.58131,-3.54625,620.5,3,5,133.9,0.352,2
